year,sex,age,value
2002,2,90,253957
2003,1,0,295825
2003,1,1,286585
2003,1,2,286639
2003,1,3,295392
2003,1,4,303544
2003,1,5,308229
2003,1,6,316669
2003,1,7,315009
2003,1,8,315330
2003,1,9,322946
2003,1,10,325555
2003,1,11,334850
2003,1,12,340570
2003,1,13,333779
2003,1,14,327953
2003,1,15,331363
2003,1,16,322227
2003,1,17,322549
2003,1,18,328196
2003,1,19,320074
2003,1,20,310034
2003,1,21,302999
2003,1,22,316035
2003,1,23,320520
2003,1,24,312224
2003,1,25,299489
2003,1,26,301962
2003,1,27,313046
2003,1,28,325423
2003,1,29,336120
2003,1,30,353423
2003,1,31,367451
2003,1,32,377927
2003,1,33,374888
2003,1,34,383513
2003,1,35,388295
2003,1,36,398720
2003,1,37,397475
2003,1,38,397852
2003,1,39,393812
2003,1,40,385459
2003,1,41,376722
2003,1,42,366963
2003,1,43,353894
2003,1,44,346579
2003,1,45,341619
2003,1,46,327002
2003,1,47,315466
2003,1,48,306371
2003,1,49,308363
2003,1,50,305541
2003,1,51,302317
2003,1,52,303752
2003,1,53,311784
2003,1,54,322401
2003,1,55,344951
2003,1,56,366622
2003,1,57,295088
2003,1,58,288295
2003,1,59,282876
2003,1,60,268474
2003,1,61,240396
2003,1,62,223570
2003,1,63,232657
2003,1,64,232514
2003,1,65,229079
2003,1,66,221276
2003,1,67,212915
2003,1,68,205009
2003,1,69,193606
2003,1,70,189362
2003,1,71,187386
2003,1,72,182296
2003,1,73,173494
2003,1,74,163385
2003,1,75,153582
2003,1,76,147338
2003,1,77,138887
2003,1,78,128429
2003,1,79,119122
2003,1,80,110295
2003,1,81,104995
2003,1,82,99063
2003,1,83,88554
2003,1,84,60170
2003,1,85,44318
2003,1,86,42504
2003,1,87,37412
2003,1,88,33611
2003,1,89,27297
2003,1,90,80152
2003,2,0,280073
2003,2,1,273085
2003,2,2,275033
2003,2,3,281669
2003,2,4,289365
2003,2,5,294783
2003,2,6,301754
2003,2,7,299210
2003,2,8,299407
2003,2,9,307464
2003,2,10,309915
2003,2,11,320297
2003,2,12,324972
2003,2,13,317776
2003,2,14,314831
2003,2,15,319132
2003,2,16,312190
2003,2,17,307769
2003,2,18,309787
2003,2,19,302385
2003,2,20,298849
2003,2,21,304082
2003,2,22,320158
2003,2,23,324659
2003,2,24,315782
2003,2,25,301472
2003,2,26,301255
2003,2,27,309892
2003,2,28,321969
2003,2,29,333740
2003,2,30,352285
2003,2,31,371952
2003,2,32,383497
2003,2,33,378590
2003,2,34,389125
2003,2,35,390749
2003,2,36,398422
2003,2,37,400833
2003,2,38,402485
2003,2,39,398708
2003,2,40,391787
2003,2,41,382007
2003,2,42,370624
2003,2,43,356147
2003,2,44,349037
2003,2,45,343294
2003,2,46,331475
2003,2,47,320716
2003,2,48,312591
2003,2,49,314545
2003,2,50,310428
2003,2,51,307496
2003,2,52,309105
2003,2,53,318990
2003,2,54,328384
2003,2,55,351781
2003,2,56,372844
2003,2,57,301600
2003,2,58,294864
2003,2,59,288747
2003,2,60,275800
2003,2,61,249379
2003,2,62,233144
2003,2,63,243626
2003,2,64,244477
2003,2,65,241052
2003,2,66,235011
2003,2,67,228872
2003,2,68,222127
2003,2,69,213520
2003,2,70,212621
2003,2,71,213805
2003,2,72,214972
2003,2,73,210314
2003,2,74,202349
2003,2,75,193672
2003,2,76,190447
2003,2,77,186014
2003,2,78,179548
2003,2,79,174034
2003,2,80,168621
2003,2,81,168156
2003,2,82,167659
2003,2,83,154219
2003,2,84,110124
2003,2,85,87127
2003,2,86,88293
2003,2,87,83810
2003,2,88,80023
2003,2,89,69670
2003,2,90,259463
2004,1,0,306347
2004,1,1,295746
2004,1,2,287235
2004,1,3,288199
2004,1,4,297210
2004,1,5,305261
2004,1,6,309687
2004,1,7,318337
2004,1,8,317016
2004,1,9,316589
2004,1,10,324468
2004,1,11,326433
2004,1,12,334730
2004,1,13,340569
2004,1,14,333104
2004,1,15,328150
2004,1,16,331413
2004,1,17,321392
2004,1,18,324766
2004,1,19,332318
2004,1,20,323510
2004,1,21,316945
2004,1,22,313009
2004,1,23,326798
2004,1,24,332181
2004,1,25,318162
2004,1,26,304262
2004,1,27,306318
2004,1,28,317038
2004,1,29,328727
2004,1,30,336884
2004,1,31,354321
2004,1,32,368052
2004,1,33,378466
2004,1,34,374778
2004,1,35,383447
2004,1,36,387622
2004,1,37,398022
2004,1,38,396723
2004,1,39,397095
2004,1,40,391955
2004,1,41,383683
2004,1,42,375644
2004,1,43,365450
2004,1,44,352637
2004,1,45,346402
2004,1,46,341071
2004,1,47,326420
2004,1,48,315047
2004,1,49,305421
2004,1,50,306448
2004,1,51,303958
2004,1,52,300033
2004,1,53,301728
2004,1,54,309238
2004,1,55,320047
2004,1,56,341898
2004,1,57,364715
2004,1,58,292235
2004,1,59,285308
2004,1,60,280249
2004,1,61,265250
2004,1,62,237223
2004,1,63,219891
2004,1,64,228813
2004,1,65,227871
2004,1,66,224452
2004,1,67,216479
2004,1,68,207978
2004,1,69,199743
2004,1,70,188389
2004,1,71,183669
2004,1,72,181279
2004,1,73,175707
2004,1,74,166591
2004,1,75,156256
2004,1,76,146164
2004,1,77,139375
2004,1,78,130683
2004,1,79,120086
2004,1,80,110419
2004,1,81,101391
2004,1,82,95743
2004,1,83,89142
2004,1,84,78418
2004,1,85,53798
2004,1,86,38308
2004,1,87,36283
2004,1,88,31295
2004,1,89,27942
2004,1,90,83979
2004,2,0,290740
2004,2,1,279347
2004,2,2,272819
2004,2,3,275732
2004,2,4,282615
2004,2,5,291267
2004,2,6,296313
2004,2,7,303541
2004,2,8,300877
2004,2,9,300978
2004,2,10,307957
2004,2,11,310138
2004,2,12,320367
2004,2,13,324832
2004,2,14,316636
2004,2,15,315904
2004,2,16,321181
2004,2,17,314766
2004,2,18,311916
2004,2,19,316766
2004,2,20,307418
2004,2,21,307578
2004,2,22,314652
2004,2,23,330068
2004,2,24,334445
2004,2,25,323331
2004,2,26,307342
2004,2,27,306673
2004,2,28,314982
2004,2,29,326494
2004,2,30,334879
2004,2,31,353338
2004,2,32,372145
2004,2,33,383967
2004,2,34,378789
2004,2,35,390227
2004,2,36,391700
2004,2,37,398909
2004,2,38,401380
2004,2,39,403183
2004,2,40,398963
2004,2,41,391730
2004,2,42,382033
2004,2,43,370255
2004,2,44,355834
2004,2,45,348042
2004,2,46,342212
2004,2,47,330434
2004,2,48,319687
2004,2,49,311297
2004,2,50,312941
2004,2,51,308986
2004,2,52,305616
2004,2,53,307323
2004,2,54,317093
2004,2,55,326375
2004,2,56,349010
2004,2,57,371279
2004,2,58,299007
2004,2,59,292239
2004,2,60,287100
2004,2,61,273689
2004,2,62,247441
2004,2,63,230738
2004,2,64,241130
2004,2,65,241833
2004,2,66,238408
2004,2,67,232063
2004,2,68,225656
2004,2,69,218889
2004,2,70,210090
2004,2,71,208775
2004,2,72,209529
2004,2,73,210155
2004,2,74,205191
2004,2,75,196468
2004,2,76,187738
2004,2,77,183585
2004,2,78,178518
2004,2,79,171555
2004,2,80,165557
2004,2,81,159443
2004,2,82,157818
2004,2,83,155988
2004,2,84,141824
2004,2,85,101477
2004,2,86,78427
2004,2,87,78738
2004,2,88,73550
2004,2,89,69411
2004,2,90,263734
2005,1,0,310555
2005,1,1,305780
2005,1,2,295778
2005,1,3,287733
2005,1,4,289531
2005,1,5,297887
2005,1,6,306035
2005,1,7,310492
2005,1,8,319007
2005,1,9,318371
2005,1,10,318291
2005,1,11,326525
2005,1,12,327508
2005,1,13,335237
2005,1,14,341086
2005,1,15,334330
2005,1,16,329206
2005,1,17,331497
2005,1,18,321666
2005,1,19,328250
2005,1,20,335937
2005,1,21,329832
2005,1,22,326119
2005,1,23,324357
2005,1,24,338291
2005,1,25,341522
2005,1,26,327005
2005,1,27,311665
2005,1,28,313707
2005,1,29,323445
2005,1,30,331501
2005,1,31,339194
2005,1,32,356659
2005,1,33,369910
2005,1,34,380491
2005,1,35,377961
2005,1,36,385994
2005,1,37,389622
2005,1,38,399488
2005,1,39,397927
2005,1,40,397950
2005,1,41,392638
2005,1,42,384331
2005,1,43,376536
2005,1,44,366007
2005,1,45,352148
2005,1,46,345837
2005,1,47,340076
2005,1,48,325486
2005,1,49,314257
2005,1,50,304769
2005,1,51,305893
2005,1,52,303545
2005,1,53,299077
2005,1,54,300946
2005,1,55,307717
2005,1,56,318071
2005,1,57,339203
2005,1,58,363244
2005,1,59,289701
2005,1,60,281946
2005,1,61,277581
2005,1,62,262037
2005,1,63,234045
2005,1,64,216133
2005,1,65,224824
2005,1,66,223765
2005,1,67,220215
2005,1,68,211848
2005,1,69,203189
2005,1,70,194876
2005,1,71,183129
2005,1,72,178056
2005,1,73,175232
2005,1,74,169278
2005,1,75,160031
2005,1,76,149004
2005,1,77,138752
2005,1,78,131382
2005,1,79,122315
2005,1,80,111833
2005,1,81,101933
2005,1,82,92885
2005,1,83,86752
2005,1,84,79522
2005,1,85,68828
2005,1,86,47639
2005,1,87,32832
2005,1,88,30597
2005,1,89,25825
2005,1,90,87535
2005,2,0,296221
2005,2,1,291029
2005,2,2,280176
2005,2,3,273770
2005,2,4,277414
2005,2,5,283340
2005,2,6,292191
2005,2,7,297141
2005,2,8,304490
2005,2,9,301771
2005,2,10,301923
2005,2,11,309141
2005,2,12,310855
2005,2,13,321088
2005,2,14,325359
2005,2,15,318124
2005,2,16,318274
2005,2,17,324441
2005,2,18,320931
2005,2,19,321570
2005,2,20,324592
2005,2,21,318811
2005,2,22,323108
2005,2,23,328948
2005,2,24,343732
2005,2,25,345555
2005,2,26,333631
2005,2,27,315400
2005,2,28,314310
2005,2,29,322022
2005,2,30,331999
2005,2,31,339369
2005,2,32,357224
2005,2,33,374897
2005,2,34,386975
2005,2,35,379902
2005,2,36,391093
2005,2,37,392396
2005,2,38,399068
2005,2,39,401545
2005,2,40,403421
2005,2,41,399235
2005,2,42,391663
2005,2,43,382125
2005,2,44,369931
2005,2,45,355346
2005,2,46,347631
2005,2,47,341543
2005,2,48,329854
2005,2,49,319097
2005,2,50,310016
2005,2,51,311715
2005,2,52,307969
2005,2,53,304060
2005,2,54,305817
2005,2,55,315304
2005,2,56,324287
2005,2,57,346333
2005,2,58,369940
2005,2,59,296324
2005,2,60,289389
2005,2,61,284874
2005,2,62,271115
2005,2,63,244912
2005,2,64,227732
2005,2,65,238540
2005,2,66,239220
2005,2,67,235649
2005,2,68,228919
2005,2,69,222342
2005,2,70,215624
2005,2,71,206576
2005,2,72,204603
2005,2,73,205146
2005,2,74,205116
2005,2,75,199735
2005,2,76,190387
2005,2,77,181453
2005,2,78,176547
2005,2,79,170641
2005,2,80,163336
2005,2,81,156676
2005,2,82,150160
2005,2,83,147373
2005,2,84,144441
2005,2,85,129279
2005,2,86,92859
2005,2,87,70255
2005,2,88,69508
2005,2,89,63631
2005,2,90,267916
2006,1,0,318392
2006,1,1,309966
2006,1,2,305224
2006,1,3,295558
2006,1,4,287926
2006,1,5,290333
2006,1,6,298749
2006,1,7,307111
2006,1,8,311590
2006,1,9,320164
2006,1,10,319863
2006,1,11,319226
2006,1,12,327581
2006,1,13,327922
2006,1,14,334832
2006,1,15,343897
2006,1,16,336838
2006,1,17,331798
2006,1,18,335383
2006,1,19,327502
2006,1,20,331193
2006,1,21,341560
2006,1,22,336828
2006,1,23,334943
2006,1,24,334308
2006,1,25,345458
2006,1,26,349065
2006,1,27,334216
2006,1,28,318053
2006,1,29,319479
2006,1,30,325520
2006,1,31,332912
2006,1,32,340688
2006,1,33,357955
2006,1,34,371045
2006,1,35,382195
2006,1,36,378699
2006,1,37,386602
2006,1,38,389531
2006,1,39,399138
2006,1,40,396224
2006,1,41,396140
2006,1,42,391402
2006,1,43,383185
2006,1,44,375896
2006,1,45,365843
2006,1,46,352058
2006,1,47,345608
2006,1,48,339465
2006,1,49,324737
2006,1,50,313151
2006,1,51,303222
2006,1,52,304372
2006,1,53,302272
2006,1,54,297103
2006,1,55,299192
2006,1,56,305391
2006,1,57,315704
2006,1,58,336263
2006,1,59,361389
2006,1,60,286086
2006,1,61,278277
2006,1,62,274706
2006,1,63,258442
2006,1,64,230594
2006,1,65,211600
2006,1,66,220453
2006,1,67,219338
2006,1,68,215648
2006,1,69,206859
2006,1,70,198278
2006,1,71,189754
2006,1,72,177583
2006,1,73,172139
2006,1,74,168944
2006,1,75,162578
2006,1,76,153056
2006,1,77,141895
2006,1,78,131213
2006,1,79,123626
2006,1,80,114257
2006,1,81,103584
2006,1,82,93583
2006,1,83,84452
2006,1,84,78225
2006,1,85,70396
2006,1,86,59925
2006,1,87,41963
2006,1,88,27885
2006,1,89,25575
2006,1,90,88916
2006,2,0,304413
2006,2,1,296063
2006,2,2,290946
2006,2,3,280470
2006,2,4,274157
2006,2,5,278128
2006,2,6,284175
2006,2,7,293184
2006,2,8,298093
2006,2,9,305576
2006,2,10,303398
2006,2,11,303669
2006,2,12,310847
2006,2,13,312238
2006,2,14,322399
2006,2,15,326847
2006,2,16,318915
2006,2,17,319339
2006,2,18,326523
2006,2,19,323987
2006,2,20,329268
2006,2,21,335130
2006,2,22,332177
2006,2,23,337252
2006,2,24,342688
2006,2,25,349849
2006,2,26,351697
2006,2,27,339033
2006,2,28,319582
2006,2,29,318093
2006,2,30,326949
2006,2,31,336050
2006,2,32,342946
2006,2,33,359854
2006,2,34,376952
2006,2,35,388495
2006,2,36,380675
2006,2,37,391725
2006,2,38,393096
2006,2,39,399229
2006,2,40,401007
2006,2,41,402811
2006,2,42,398770
2006,2,43,390881
2006,2,44,381513
2006,2,45,369123
2006,2,46,354587
2006,2,47,346833
2006,2,48,340620
2006,2,49,329004
2006,2,50,318080
2006,2,51,308828
2006,2,52,310515
2006,2,53,306929
2006,2,54,302560
2006,2,55,304599
2006,2,56,313959
2006,2,57,322767
2006,2,58,344223
2006,2,59,368827
2006,2,60,293498
2006,2,61,286575
2006,2,62,282899
2006,2,63,268633
2006,2,64,242593
2006,2,65,223923
2006,2,66,235092
2006,2,67,235387
2006,2,68,231773
2006,2,69,224970
2006,2,70,218417
2006,2,71,211677
2006,2,72,202511
2006,2,73,199758
2006,2,74,200149
2006,2,75,199549
2006,2,76,193815
2006,2,77,183882
2006,2,78,174537
2006,2,79,169050
2006,2,80,162866
2006,2,81,154990
2006,2,82,147706
2006,2,83,140877
2006,2,84,136542
2006,2,85,132773
2006,2,86,116971
2006,2,87,84430
2006,2,88,62162
2006,2,89,60687
2006,2,90,268261
2007,1,0,329378
2007,1,1,319838
2007,1,2,310609
2007,1,3,305698
2007,1,4,296241
2007,1,5,288497
2007,1,6,291648
2007,1,7,300217
2007,1,8,308752
2007,1,9,313089
2007,1,10,321888
2007,1,11,321787
2007,1,12,320573
2007,1,13,329302
2007,1,14,328650
2007,1,15,336860
2007,1,16,346710
2007,1,17,339758
2007,1,18,335408
2007,1,19,340127
2007,1,20,331182
2007,1,21,339328
2007,1,22,351330
2007,1,23,347295
2007,1,24,346605
2007,1,25,343333
2007,1,26,353960
2007,1,27,357639
2007,1,28,342703
2007,1,29,324943
2007,1,30,320975
2007,1,31,326665
2007,1,32,333768
2007,1,33,341506
2007,1,34,358765
2007,1,35,373989
2007,1,36,384743
2007,1,37,380564
2007,1,38,387903
2007,1,39,390192
2007,1,40,398080
2007,1,41,395160
2007,1,42,395102
2007,1,43,390585
2007,1,44,382733
2007,1,45,373791
2007,1,46,363583
2007,1,47,349995
2007,1,48,343332
2007,1,49,337079
2007,1,50,323567
2007,1,51,312148
2007,1,52,301827
2007,1,53,303051
2007,1,54,301194
2007,1,55,294749
2007,1,56,296767
2007,1,57,302879
2007,1,58,312834
2007,1,59,332685
2007,1,60,357094
2007,1,61,281085
2007,1,62,273488
2007,1,63,270581
2007,1,64,253817
2007,1,65,226897
2007,1,66,207576
2007,1,67,216402
2007,1,68,215074
2007,1,69,210986
2007,1,70,202198
2007,1,71,193355
2007,1,72,184669
2007,1,73,172336
2007,1,74,166327
2007,1,75,162815
2007,1,76,155884
2007,1,77,146015
2007,1,78,134555
2007,1,79,123770
2007,1,80,115676
2007,1,81,106199
2007,1,82,95382
2007,1,83,85365
2007,1,84,76362
2007,1,85,69928
2007,1,86,61541
2007,1,87,51389
2007,1,88,36742
2007,1,89,23318
2007,1,90,90148
2007,2,0,313225
2007,2,1,305681
2007,2,2,296308
2007,2,3,291173
2007,2,4,280869
2007,2,5,274902
2007,2,6,279641
2007,2,7,285892
2007,2,8,295111
2007,2,9,299748
2007,2,10,307727
2007,2,11,305331
2007,2,12,305498
2007,2,13,312936
2007,2,14,313776
2007,2,15,324708
2007,2,16,329588
2007,2,17,321175
2007,2,18,323875
2007,2,19,334357
2007,2,20,330422
2007,2,21,337465
2007,2,22,345004
2007,2,23,342071
2007,2,24,348414
2007,2,25,350685
2007,2,26,357278
2007,2,27,358770
2007,2,28,345534
2007,2,29,324273
2007,2,30,319309
2007,2,31,328051
2007,2,32,336998
2007,2,33,343411
2007,2,34,360173
2007,2,35,377785
2007,2,36,389750
2007,2,37,381444
2007,2,38,392365
2007,2,39,393556
2007,2,40,399962
2007,2,41,401865
2007,2,42,403728
2007,2,43,399562
2007,2,44,391248
2007,2,45,381327
2007,2,46,368586
2007,2,47,354111
2007,2,48,346302
2007,2,49,339911
2007,2,50,327730
2007,2,51,316797
2007,2,52,307297
2007,2,53,308993
2007,2,54,305585
2007,2,55,301354
2007,2,56,303561
2007,2,57,312712
2007,2,58,321356
2007,2,59,342186
2007,2,60,367027
2007,2,61,290511
2007,2,62,283686
2007,2,63,280710
2007,2,64,265915
2007,2,65,239978
2007,2,66,221056
2007,2,67,231801
2007,2,68,232286
2007,2,69,228365
2007,2,70,221444
2007,2,71,214685
2007,2,72,207888
2007,2,73,198331
2007,2,74,195013
2007,2,75,195144
2007,2,76,193739
2007,2,77,187779
2007,2,78,177369
2007,2,79,167607
2007,2,80,161330
2007,2,81,154701
2007,2,82,146246
2007,2,83,138704
2007,2,84,131025
2007,2,85,125799
2007,2,86,121020
2007,2,87,104704
2007,2,88,76449
2007,2,89,54369
2007,2,90,267427
2008,1,0,341881
2008,1,1,329373
2008,1,2,320950
2008,1,3,310628
2008,1,4,305482
2008,1,5,296291
2008,1,6,289021
2008,1,7,293035
2008,1,8,301750
2008,1,9,310348
2008,1,10,314304
2008,1,11,323180
2008,1,12,323335
2008,1,13,321619
2008,1,14,330581
2008,1,15,331009
2008,1,16,339009
2008,1,17,349162
2008,1,18,342573
2008,1,19,338741
2008,1,20,341738
2008,1,21,333982
2008,1,22,344869
2008,1,23,357417
2008,1,24,353127
2008,1,25,353573
2008,1,26,351228
2008,1,27,361431
2008,1,28,365701
2008,1,29,350270
2008,1,30,329818
2008,1,31,324964
2008,1,32,330239
2008,1,33,336863
2008,1,34,344399
2008,1,35,359581
2008,1,36,374635
2008,1,37,385738
2008,1,38,380669
2008,1,39,387844
2008,1,40,389414
2008,1,41,397003
2008,1,42,393904
2008,1,43,393908
2008,1,44,389800
2008,1,45,382005
2008,1,46,373499
2008,1,47,362949
2008,1,48,349448
2008,1,49,342653
2008,1,50,336747
2008,1,51,323465
2008,1,52,312205
2008,1,53,301483
2008,1,54,302634
2008,1,55,299318
2008,1,56,292206
2008,1,57,294401
2008,1,58,300281
2008,1,59,309909
2008,1,60,329582
2008,1,61,355055
2008,1,62,277888
2008,1,63,270322
2008,1,64,267984
2008,1,65,250781
2008,1,66,223944
2008,1,67,203960
2008,1,68,212655
2008,1,69,211067
2008,1,70,206615
2008,1,71,197537
2008,1,72,188410
2008,1,73,179546
2008,1,74,166958
2008,1,75,160330
2008,1,76,156386
2008,1,77,148994
2008,1,78,138858
2008,1,79,127148
2008,1,80,116061
2008,1,81,107716
2008,1,82,97959
2008,1,83,87254
2008,1,84,77391
2008,1,85,68248
2008,1,86,61786
2008,1,87,53358
2008,1,88,43171
2008,1,89,31900
2008,1,90,88472
2008,2,0,325959
2008,2,1,313595
2008,2,2,307080
2008,2,3,296481
2008,2,4,291276
2008,2,5,281138
2008,2,6,275317
2008,2,7,281021
2008,2,8,287408
2008,2,9,296725
2008,2,10,300947
2008,2,11,309085
2008,2,12,306568
2008,2,13,306844
2008,2,14,314279
2008,2,15,316357
2008,2,16,328004
2008,2,17,333335
2008,2,18,326485
2008,2,19,332494
2008,2,20,340939
2008,2,21,339372
2008,2,22,347821
2008,2,23,354531
2008,2,24,351609
2008,2,25,353167
2008,2,26,355343
2008,2,27,361296
2008,2,28,362871
2008,2,29,349166
2008,2,30,328302
2008,2,31,322944
2008,2,32,331645
2008,2,33,339864
2008,2,34,345867
2008,2,35,361547
2008,2,36,378499
2008,2,37,390977
2008,2,38,382203
2008,2,39,392839
2008,2,40,392144
2008,2,41,398173
2008,2,42,400321
2008,2,43,402409
2008,2,44,398396
2008,2,45,390990
2008,2,46,381198
2008,2,47,368102
2008,2,48,353730
2008,2,49,345946
2008,2,50,339103
2008,2,51,327081
2008,2,52,316233
2008,2,53,306310
2008,2,54,308088
2008,2,55,303763
2008,2,56,299020
2008,2,57,301376
2008,2,58,310572
2008,2,59,318848
2008,2,60,339989
2008,2,61,365799
2008,2,62,288234
2008,2,63,281392
2008,2,64,279034
2008,2,65,263977
2008,2,66,238021
2008,2,67,218704
2008,2,68,229230
2008,2,69,229526
2008,2,70,225278
2008,2,71,218023
2008,2,72,211182
2008,2,73,204162
2008,2,74,194272
2008,2,75,190292
2008,2,76,190072
2008,2,77,187969
2008,2,78,181459
2008,2,79,170694
2008,2,80,160404
2008,2,81,153254
2008,2,82,146020
2008,2,83,137198
2008,2,84,129060
2008,2,85,121077
2008,2,86,114890
2008,2,87,109240
2008,2,88,92323
2008,2,89,68272
2008,2,90,258877
2009,1,0,339107
2009,1,1,341322
2009,1,2,329655
2009,1,3,322036
2009,1,4,310582
2009,1,5,305727
2009,1,6,296733
2009,1,7,289847
2009,1,8,294709
2009,1,9,303427
2009,1,10,312405
2009,1,11,316330
2009,1,12,325243
2009,1,13,325698
2009,1,14,323349
2009,1,15,334047
2009,1,16,334158
2009,1,17,341797
2009,1,18,353217
2009,1,19,347482
2009,1,20,339675
2009,1,21,343355
2009,1,22,335227
2009,1,23,347930
2009,1,24,360361
2009,1,25,353100
2009,1,26,354408
2009,1,27,353316
2009,1,28,363461
2009,1,29,368358
2009,1,30,355252
2009,1,31,333319
2009,1,32,328554
2009,1,33,333227
2009,1,34,339405
2009,1,35,344169
2009,1,36,359399
2009,1,37,374521
2009,1,38,385792
2009,1,39,379878
2009,1,40,388421
2009,1,41,389342
2009,1,42,396578
2009,1,43,393408
2009,1,44,393361
2009,1,45,389513
2009,1,46,381746
2009,1,47,373773
2009,1,48,362747
2009,1,49,349286
2009,1,50,342161
2009,1,51,335844
2009,1,52,322556
2009,1,53,311594
2009,1,54,300373
2009,1,55,301262
2009,1,56,297971
2009,1,57,290345
2009,1,58,292627
2009,1,59,298088
2009,1,60,307498
2009,1,61,326472
2009,1,62,352980
2009,1,63,274907
2009,1,64,266942
2009,1,65,265339
2009,1,66,247456
2009,1,67,220658
2009,1,68,200037
2009,1,69,208612
2009,1,70,206725
2009,1,71,202034
2009,1,72,192460
2009,1,73,183094
2009,1,74,174089
2009,1,75,161349
2009,1,76,154034
2009,1,77,149667
2009,1,78,141964
2009,1,79,131385
2009,1,80,119528
2009,1,81,108085
2009,1,82,99490
2009,1,83,89972
2009,1,84,78992
2009,1,85,69330
2009,1,86,60365
2009,1,87,53855
2009,1,88,45268
2009,1,89,35692
2009,1,90,94979
2009,2,0,323699
2009,2,1,325949
2009,2,2,314331
2009,2,3,308585
2009,2,4,296639
2009,2,5,291725
2009,2,6,281780
2009,2,7,276155
2009,2,8,282631
2009,2,9,289038
2009,2,10,297869
2009,2,11,302006
2009,2,12,310311
2009,2,13,307728
2009,2,14,307900
2009,2,15,317334
2009,2,16,319661
2009,2,17,332083
2009,2,18,339889
2009,2,19,335347
2009,2,20,335442
2009,2,21,345994
2009,2,22,345524
2009,2,23,353030
2009,2,24,359529
2009,2,25,354322
2009,2,26,357602
2009,2,27,359512
2009,2,28,364944
2009,2,29,366675
2009,2,30,351269
2009,2,31,329365
2009,2,32,324125
2009,2,33,332797
2009,2,34,340859
2009,2,35,347934
2009,2,36,363234
2009,2,37,379631
2009,2,38,392587
2009,2,39,383121
2009,2,40,393425
2009,2,41,392582
2009,2,42,398063
2009,2,43,400332
2009,2,44,402504
2009,2,45,398107
2009,2,46,390445
2009,2,47,380784
2009,2,48,367385
2009,2,49,353070
2009,2,50,345073
2009,2,51,338086
2009,2,52,326126
2009,2,53,315366
2009,2,54,305134
2009,2,55,307396
2009,2,56,303183
2009,2,57,297884
2009,2,58,300309
2009,2,59,309305
2009,2,60,317116
2009,2,61,337662
2009,2,62,364507
2009,2,63,285741
2009,2,64,278980
2009,2,65,277303
2009,2,66,261638
2009,2,67,235853
2009,2,68,215981
2009,2,69,226381
2009,2,70,226501
2009,2,71,221932
2009,2,72,214415
2009,2,73,207248
2009,2,74,200019
2009,2,75,189793
2009,2,76,185208
2009,2,77,184630
2009,2,78,181782
2009,2,79,174774
2009,2,80,163397
2009,2,81,152654
2009,2,82,144937
2009,2,83,137232
2009,2,84,127902
2009,2,85,119203
2009,2,86,110806
2009,2,87,103821
2009,2,88,97281
2009,2,89,79998
2009,2,90,265139
2010,1,0,344191
2010,1,1,338389
2010,1,2,341907
2010,1,3,330745
2010,1,4,323834
2010,1,5,310825
2010,1,6,305802
2010,1,7,297024
2010,1,8,290570
2010,1,9,296206
2010,1,10,305315
2010,1,11,314413
2010,1,12,318261
2010,1,13,327191
2010,1,14,327951
2010,1,15,326635
2010,1,16,338208
2010,1,17,337912
2010,1,18,346451
2010,1,19,360001
2010,1,20,354802
2010,1,21,349188
2010,1,22,354251
2010,1,23,345646
2010,1,24,359647
2010,1,25,363398
2010,1,26,355794
2010,1,27,357813
2010,1,28,358025
2010,1,29,367752
2010,1,30,369527
2010,1,31,356341
2010,1,32,333732
2010,1,33,328812
2010,1,34,333327
2010,1,35,339819
2010,1,36,344707
2010,1,37,359839
2010,1,38,374930
2010,1,39,386317
2010,1,40,378002
2010,1,41,386497
2010,1,42,387008
2010,1,43,394150
2010,1,44,391021
2010,1,45,393076
2010,1,46,389530
2010,1,47,381859
2010,1,48,374181
2010,1,49,362705
2010,1,50,348136
2010,1,51,340787
2010,1,52,333964
2010,1,53,320870
2010,1,54,310052
2010,1,55,298912
2010,1,56,299576
2010,1,57,296601
2010,1,58,288248
2010,1,59,290692
2010,1,60,296159
2010,1,61,305183
2010,1,62,323356
2010,1,63,350973
2010,1,64,271922
2010,1,65,264112
2010,1,66,262959
2010,1,67,244286
2010,1,68,217563
2010,1,69,196266
2010,1,70,204610
2010,1,71,202420
2010,1,72,197390
2010,1,73,187365
2010,1,74,177620
2010,1,75,168613
2010,1,76,155507
2010,1,77,147593
2010,1,78,143097
2010,1,79,134743
2010,1,80,124054
2010,1,81,111833
2010,1,82,100321
2010,1,83,91606
2010,1,84,82072
2010,1,85,71178
2010,1,86,61786
2010,1,87,53094
2010,1,88,46695
2010,1,89,37994
2010,1,90,103509
2010,2,0,327860
2010,2,1,323102
2010,2,2,325899
2010,2,3,314839
2010,2,4,309728
2010,2,5,297421
2010,2,6,292311
2010,2,7,282631
2010,2,8,277152
2010,2,9,284409
2010,2,10,290782
2010,2,11,299823
2010,2,12,303744
2010,2,13,312290
2010,2,14,309469
2010,2,15,310073
2010,2,16,320118
2010,2,17,322396
2010,2,18,336181
2010,2,19,345156
2010,2,20,340279
2010,2,21,342742
2010,2,22,355188
2010,2,23,353538
2010,2,24,360257
2010,2,25,363958
2010,2,26,358912
2010,2,27,363282
2010,2,28,365009
2010,2,29,369661
2010,2,30,370286
2010,2,31,354553
2010,2,32,331448
