year,sex,age,value
2010,2,33,326095
2010,2,34,334952
2010,2,35,341776
2010,2,36,348523
2010,2,37,363622
2010,2,38,379374
2010,2,39,392961
2010,2,40,383579
2010,2,41,393610
2010,2,42,392763
2010,2,43,397691
2010,2,44,400118
2010,2,45,401813
2010,2,46,397539
2010,2,47,389554
2010,2,48,380165
2010,2,49,366416
2010,2,50,352078
2010,2,51,344142
2010,2,52,336781
2010,2,53,325004
2010,2,54,314222
2010,2,55,304273
2010,2,56,306457
2010,2,57,302355
2010,2,58,296518
2010,2,59,299048
2010,2,60,307560
2010,2,61,315238
2010,2,62,335077
2010,2,63,362960
2010,2,64,283118
2010,2,65,276347
2010,2,66,275324
2010,2,67,259079
2010,2,68,233545
2010,2,69,213094
2010,2,70,223100
2010,2,71,223265
2010,2,72,218412
2010,2,73,210564
2010,2,74,203143
2010,2,75,195730
2010,2,76,185170
2010,2,77,179908
2010,2,78,178955
2010,2,79,175432
2010,2,80,167813
2010,2,81,155936
2010,2,82,145056
2010,2,83,136381
2010,2,84,128281
2010,2,85,118589
2010,2,86,109569
2010,2,87,100647
2010,2,88,93245
2010,2,89,85985
2010,2,90,282759
2011,1,0,347892
2011,1,1,342610
2011,1,2,338329
2011,1,3,342755
2011,1,4,332132
2011,1,5,325132
2011,1,6,311074
2011,1,7,305756
2011,1,8,297295
2011,1,9,291242
2011,1,10,297817
2011,1,11,307040
2011,1,12,316217
2011,1,13,320122
2011,1,14,329070
2011,1,15,331613
2011,1,16,330224
2011,1,17,342707
2011,1,18,343292
2011,1,19,353225
2011,1,20,367865
2011,1,21,365145
2011,1,22,361147
2011,1,23,365775
2011,1,24,355616
2011,1,25,366281
2011,1,26,369475
2011,1,27,361162
2011,1,28,364040
2011,1,29,364966
2011,1,30,369450
2011,1,31,371850
2011,1,32,358647
2011,1,33,335139
2011,1,34,330196
2011,1,35,334046
2011,1,36,340309
2011,1,37,345224
2011,1,38,360518
2011,1,39,375560
2011,1,40,385058
2011,1,41,376049
2011,1,42,384557
2011,1,43,384595
2011,1,44,391659
2011,1,45,389810
2011,1,46,392097
2011,1,47,388933
2011,1,48,381317
2011,1,49,373943
2011,1,50,361409
2011,1,51,346924
2011,1,52,339352
2011,1,53,332154
2011,1,54,319149
2011,1,55,308806
2011,1,56,297135
2011,1,57,297836
2011,1,58,295033
2011,1,59,285974
2011,1,60,288397
2011,1,61,293435
2011,1,62,302337
2011,1,63,319545
2011,1,64,348284
2011,1,65,268158
2011,1,66,260309
2011,1,67,259773
2011,1,68,240572
2011,1,69,213801
2011,1,70,191917
2011,1,71,199921
2011,1,72,197591
2011,1,73,192255
2011,1,74,181894
2011,1,75,171911
2011,1,76,162735
2011,1,77,149477
2011,1,78,140940
2011,1,79,136064
2011,1,80,127395
2011,1,81,116429
2011,1,82,104119
2011,1,83,92560
2011,1,84,83689
2011,1,85,74160
2011,1,86,63615
2011,1,87,54463
2011,1,88,46119
2011,1,89,39749
2011,1,90,111803
2011,2,0,331210
2011,2,1,327248
2011,2,2,323562
2011,2,3,326729
2011,2,4,316279
2011,2,5,310793
2011,2,6,297206
2011,2,7,291923
2011,2,8,282496
2011,2,9,277218
2011,2,10,285375
2011,2,11,291981
2011,2,12,301109
2011,2,13,305006
2011,2,14,313674
2011,2,15,312225
2011,2,16,313401
2011,2,17,324289
2011,2,18,328402
2011,2,19,344892
2011,2,20,352013
2011,2,21,348719
2011,2,22,353545
2011,2,23,364530
2011,2,24,361906
2011,2,25,363974
2011,2,26,367342
2011,2,27,362221
2011,2,28,368114
2011,2,29,369652
2011,2,30,372454
2011,2,31,373219
2011,2,32,357375
2011,2,33,332978
2011,2,34,327842
2011,2,35,334931
2011,2,36,341747
2011,2,37,348338
2011,2,38,363211
2011,2,39,378488
2011,2,40,393469
2011,2,41,383443
2011,2,42,393354
2011,2,43,392455
2011,2,44,396844
2011,2,45,399415
2011,2,46,401209
2011,2,47,397082
2011,2,48,388739
2011,2,49,379531
2011,2,50,366327
2011,2,51,351937
2011,2,52,344086
2011,2,53,336435
2011,2,54,324806
2011,2,55,313516
2011,2,56,303305
2011,2,57,305403
2011,2,58,301455
2011,2,59,295038
2011,2,60,297457
2011,2,61,305710
2011,2,62,313305
2011,2,63,332459
2011,2,64,361362
2011,2,65,280482
2011,2,66,273585
2011,2,67,273394
2011,2,68,256467
2011,2,69,231079
2011,2,70,210047
2011,2,71,219818
2011,2,72,219848
2011,2,73,214700
2011,2,74,206560
2011,2,75,198752
2011,2,76,191159
2011,2,77,180146
2011,2,78,174360
2011,2,79,172787
2011,2,80,168522
2011,2,81,160681
2011,2,82,148184
2011,2,83,136864
2011,2,84,127404
2011,2,85,118928
2011,2,86,108907
2011,2,87,99659
2011,2,88,90656
2011,2,89,82648
2011,2,90,302611
2012,1,0,356779
2012,1,1,350367
2012,1,2,344897
2012,1,3,340353
2012,1,4,344520
2012,1,5,333807
2012,1,6,326489
2012,1,7,312453
2012,1,8,307118
2012,1,9,298623
2012,1,10,292729
2012,1,11,299305
2012,1,12,308336
2012,1,13,317699
2012,1,14,321768
2012,1,15,330568
2012,1,16,333138
2012,1,17,332078
2012,1,18,344358
2012,1,19,345478
2012,1,20,356578
2012,1,21,372103
2012,1,22,370333
2012,1,23,365620
2012,1,24,368761
2012,1,25,358900
2012,1,26,368232
2012,1,27,371250
2012,1,28,362041
2012,1,29,365166
2012,1,30,364969
2012,1,31,369513
2012,1,32,371333
2012,1,33,357675
2012,1,34,334526
2012,1,35,329469
2012,1,36,333413
2012,1,37,339748
2012,1,38,344597
2012,1,39,359986
2012,1,40,374600
2012,1,41,384103
2012,1,42,375340
2012,1,43,383606
2012,1,44,383719
2012,1,45,390867
2012,1,46,389120
2012,1,47,391128
2012,1,48,388046
2012,1,49,380237
2012,1,50,373065
2012,1,51,360399
2012,1,52,345742
2012,1,53,338329
2012,1,54,330898
2012,1,55,318027
2012,1,56,307435
2012,1,57,295702
2012,1,58,295775
2012,1,59,292916
2012,1,60,283724
2012,1,61,285879
2012,1,62,290774
2012,1,63,299566
2012,1,64,316237
2012,1,65,344370
2012,1,66,264934
2012,1,67,256853
2012,1,68,255971
2012,1,69,236480
2012,1,70,209834
2012,1,71,187689
2012,1,72,195186
2012,1,73,192681
2012,1,74,187160
2012,1,75,176513
2012,1,76,166147
2012,1,77,156599
2012,1,78,143245
2012,1,79,134522
2012,1,80,128944
2012,1,81,119868
2012,1,82,108657
2012,1,83,96281
2012,1,84,84509
2012,1,85,75946
2012,1,86,66308
2012,1,87,56299
2012,1,88,47481
2012,1,89,39413
2012,1,90,121248
2012,2,0,339662
2012,2,1,333659
2012,2,2,329489
2012,2,3,325391
2012,2,4,328239
2012,2,5,317666
2012,2,6,311930
2012,2,7,298502
2012,2,8,293120
2012,2,9,283874
2012,2,10,278644
2012,2,11,286914
2012,2,12,293535
2012,2,13,302579
2012,2,14,306362
2012,2,15,314849
2012,2,16,313179
2012,2,17,314689
2012,2,18,326537
2012,2,19,331432
2012,2,20,348585
2012,2,21,356701
2012,2,22,354911
2012,2,23,359492
2012,2,24,368467
2012,2,25,364775
2012,2,26,366535
2012,2,27,369222
2012,2,28,363968
2012,2,29,369488
2012,2,30,370664
2012,2,31,373407
2012,2,32,374093
2012,2,33,357857
2012,2,34,333180
2012,2,35,327799
2012,2,36,335006
2012,2,37,341583
2012,2,38,348529
2012,2,39,363223
2012,2,40,378637
2012,2,41,393384
2012,2,42,383660
2012,2,43,393205
2012,2,44,392462
2012,2,45,396840
2012,2,46,399157
2012,2,47,400976
2012,2,48,396830
2012,2,49,388407
2012,2,50,379028
2012,2,51,365691
2012,2,52,351269
2012,2,53,343355
2012,2,54,335745
2012,2,55,324018
2012,2,56,312603
2012,2,57,302330
2012,2,58,304449
2012,2,59,300414
2012,2,60,293748
2012,2,61,296230
2012,2,62,304410
2012,2,63,311786
2012,2,64,330540
2012,2,65,358949
2012,2,66,278388
2012,2,67,271365
2012,2,68,270906
2012,2,69,253841
2012,2,70,228438
2012,2,71,207374
2012,2,72,216685
2012,2,73,216277
2012,2,74,211109
2012,2,75,202392
2012,2,76,194433
2012,2,77,186486
2012,2,78,174992
2012,2,79,168761
2012,2,80,166411
2012,2,81,161376
2012,2,82,152912
2012,2,83,140127
2012,2,84,128337
2012,2,85,118440
2012,2,86,109463
2012,2,87,99061
2012,2,88,89751
2012,2,89,80263
2012,2,90,316833
2013,1,0,347291
2013,1,1,359261
2013,1,2,352887
2013,1,3,346936
2013,1,4,342445
2013,1,5,346317
2013,1,6,335377
2013,1,7,327925
2013,1,8,313904
2013,1,9,308461
2013,1,10,299926
2013,1,11,294139
2013,1,12,300727
2013,1,13,309678
2013,1,14,319255
2013,1,15,323311
2013,1,16,332004
2013,1,17,334967
2013,1,18,333563
2013,1,19,346819
2013,1,20,349156
2013,1,21,360479
2013,1,22,376553
2013,1,23,374878
2013,1,24,368296
2013,1,25,371677
2013,1,26,361528
2013,1,27,370601
2013,1,28,372939
2013,1,29,363879
2013,1,30,366404
2013,1,31,366111
2013,1,32,370117
2013,1,33,371301
2013,1,34,357824
2013,1,35,334399
2013,1,36,329234
2013,1,37,333184
2013,1,38,339876
2013,1,39,344742
2013,1,40,360126
2013,1,41,374637
2013,1,42,384124
2013,1,43,375210
2013,1,44,383495
2013,1,45,383330
2013,1,46,390290
2013,1,47,388553
2013,1,48,390375
2013,1,49,387151
2013,1,50,379474
2013,1,51,372036
2013,1,52,359373
2013,1,53,344797
2013,1,54,337149
2013,1,55,329639
2013,1,56,316644
2013,1,57,305923
2013,1,58,293723
2013,1,59,293654
2013,1,60,290613
2013,1,61,281381
2013,1,62,283213
2013,1,63,288198
2013,1,64,296599
2013,1,65,312711
2013,1,66,340423
2013,1,67,261631
2013,1,68,253097
2013,1,69,251818
2013,1,70,232220
2013,1,71,205606
2013,1,72,183308
2013,1,73,190224
2013,1,74,187565
2013,1,75,181643
2013,1,76,170499
2013,1,77,159994
2013,1,78,150158
2013,1,79,136635
2013,1,80,127442
2013,1,81,121454
2013,1,82,111723
2013,1,83,100503
2013,1,84,88011
2013,1,85,76348
2013,1,86,67868
2013,1,87,58405
2013,1,88,48841
2013,1,89,40448
2013,1,90,127316
2013,2,0,329240
2013,2,1,342020
2013,2,2,335890
2013,2,3,331177
2013,2,4,326983
2013,2,5,329718
2013,2,6,318957
2013,2,7,313140
2013,2,8,299710
2013,2,9,294410
2013,2,10,285202
2013,2,11,280139
2013,2,12,288451
2013,2,13,294885
2013,2,14,303991
2013,2,15,307485
2013,2,16,315861
2013,2,17,314381
2013,2,18,316647
2013,2,19,329714
2013,2,20,335864
2013,2,21,352132
2013,2,22,362332
2013,2,23,360560
2013,2,24,363488
2013,2,25,371458
2013,2,26,367539
2013,2,27,368834
2013,2,28,371029
2013,2,29,365848
2013,2,30,370842
2013,2,31,371696
2013,2,32,374412
2013,2,33,374859
2013,2,34,358459
2013,2,35,333572
2013,2,36,328272
2013,2,37,335228
2013,2,38,341993
2013,2,39,348674
2013,2,40,363431
2013,2,41,378691
2013,2,42,393523
2013,2,43,383541
2013,2,44,393115
2013,2,45,392524
2013,2,46,396792
2013,2,47,399209
2013,2,48,400859
2013,2,49,396691
2013,2,50,388016
2013,2,51,378573
2013,2,52,365035
2013,2,53,350453
2013,2,54,342607
2013,2,55,335003
2013,2,56,323117
2013,2,57,311639
2013,2,58,301386
2013,2,59,303496
2013,2,60,299317
2013,2,61,292505
2013,2,62,294972
2013,2,63,302809
2013,2,64,310164
2013,2,65,328499
2013,2,66,356306
2013,2,67,276213
2013,2,68,268893
2013,2,69,268208
2013,2,70,250949
2013,2,71,225686
2013,2,72,204484
2013,2,73,213191
2013,2,74,212541
2013,2,75,206900
2013,2,76,197895
2013,2,77,189512
2013,2,78,181068
2013,2,79,169170
2013,2,80,162529
2013,2,81,159404
2013,2,82,153448
2013,2,83,144542
2013,2,84,131209
2013,2,85,118975
2013,2,86,108857
2013,2,87,99578
2013,2,88,88999
2013,2,89,79135
2013,2,90,323097
2014,1,0,340320
2014,1,1,350346
2014,1,2,362052
2014,1,3,355576
2014,1,4,349446
2014,1,5,344782
2014,1,6,348126
2014,1,7,337168
2014,1,8,329581
2014,1,9,315492
2014,1,10,309958
2014,1,11,301489
2014,1,12,295822
2014,1,13,302505
2014,1,14,311723
2014,1,15,321455
2014,1,16,325470
2014,1,17,335161
2014,1,18,338364
2014,1,19,338315
2014,1,20,352883
2014,1,21,355638
2014,1,22,366843
2014,1,23,382818
2014,1,24,379178
2014,1,25,372533
2014,1,26,375527
2014,1,27,364438
2014,1,28,373158
2014,1,29,375543
2014,1,30,365510
2014,1,31,368257
2014,1,32,367344
2014,1,33,371034
2014,1,34,372166
2014,1,35,357950
2014,1,36,334445
2014,1,37,329184
2014,1,38,333472
2014,1,39,339722
2014,1,40,344557
2014,1,41,359920
2014,1,42,374547
2014,1,43,384124
2014,1,44,375282
2014,1,45,383512
2014,1,46,383207
2014,1,47,390157
2014,1,48,388201
2014,1,49,390142
2014,1,50,386767
2014,1,51,378799
2014,1,52,371507
2014,1,53,358737
2014,1,54,344032
2014,1,55,336043
2014,1,56,328446
2014,1,57,315355
2014,1,58,304272
2014,1,59,292029
2014,1,60,291647
2014,1,61,288624
2014,1,62,279117
2014,1,63,281118
2014,1,64,285582
2014,1,65,293538
2014,1,66,309438
2014,1,67,336442
2014,1,68,258038
2014,1,69,249134
2014,1,70,247463
2014,1,71,227696
2014,1,72,200983
2014,1,73,178977
2014,1,74,185462
2014,1,75,182353
2014,1,76,176060
2014,1,77,164604
2014,1,78,153716
2014,1,79,143630
2014,1,80,129885
2014,1,81,120382
2014,1,82,113848
2014,1,83,103881
2014,1,84,92584
2014,1,85,80265
2014,1,86,68957
2014,1,87,60457
2014,1,88,51172
2014,1,89,42148
2014,1,90,135565
2014,2,0,323863
2014,2,1,332357
2014,2,2,344972
2014,2,3,338531
2014,2,4,333494
2014,2,5,329174
2014,2,6,331519
2014,2,7,320616
2014,2,8,314696
2014,2,9,301211
2014,2,10,295987
2014,2,11,286854
2014,2,12,281989
2014,2,13,290211
2014,2,14,296517
2014,2,15,305724
2014,2,16,309406
2014,2,17,318108
2014,2,18,317389
2014,2,19,321562
2014,2,20,335706
2014,2,21,340725
2014,2,22,358814
2014,2,23,368725
2014,2,24,365087
2014,2,25,367148
2014,2,26,374719
2014,2,27,370547
2014,2,28,371259
2014,2,29,373510
2014,2,30,367575
2014,2,31,371867
2014,2,32,372644
2014,2,33,375263
2014,2,34,375549
2014,2,35,359272
2014,2,36,334422
2014,2,37,329073
2014,2,38,335935
2014,2,39,342529
2014,2,40,349278
2014,2,41,363609
2014,2,42,379033
2014,2,43,393520
2014,2,44,383534
2014,2,45,393188
2014,2,46,392645
2014,2,47,396892
2014,2,48,399344
2014,2,49,401075
2014,2,50,396708
2014,2,51,387863
2014,2,52,378286
2014,2,53,364670
2014,2,54,349919
2014,2,55,341969
2014,2,56,334422
2014,2,57,322495
2014,2,58,310909
2014,2,59,300641
2014,2,60,302566
2014,2,61,298300
2014,2,62,291561
2014,2,63,293852
2014,2,64,301564
2014,2,65,308405
2014,2,66,326313
2014,2,67,353767
2014,2,68,273947
2014,2,69,266439
2014,2,70,265287
2014,2,71,248071
2014,2,72,222594
2014,2,73,201374
2014,2,74,209505
2014,2,75,208461
2014,2,76,202596
2014,2,77,193210
2014,2,78,184600
2014,2,79,175728
2014,2,80,163433
2014,2,81,156189
2014,2,82,152268
2014,2,83,145592
2014,2,84,136299
2014,2,85,122635
2014,2,86,110192
2014,2,87,99623
2014,2,88,90173
2014,2,89,79489
2014,2,90,334840
2015,1,0,340229
2015,1,1,343868
2015,1,2,353389
2015,1,3,364839
2015,1,4,358063
2015,1,5,351780
2015,1,6,346685
2015,1,7,350076
2015,1,8,339029
2015,1,9,331335
2015,1,10,317310
2015,1,11,312010
2015,1,12,303399
2015,1,13,297781
2015,1,14,304737
2015,1,15,314290
2015,1,16,324096
2015,1,17,329021
2015,1,18,339272
2015,1,19,343835
2015,1,20,345614
2015,1,21,360234
2015,1,22,363505
2015,1,23,374132
2015,1,24,388983
2015,1,25,384666
2015,1,26,377359
2015,1,27,380036
2015,1,28,368057
2015,1,29,377262
2015,1,30,378025
2015,1,31,368362
2015,1,32,370485
2015,1,33,368677
2015,1,34,372334
2015,1,35,373252
2015,1,36,358647
2015,1,37,335093
2015,1,38,329906
2015,1,39,333744
2015,1,40,340145
2015,1,41,344650
2015,1,42,360403
2015,1,43,375073
2015,1,44,384869
2015,1,45,375877
2015,1,46,383834
2015,1,47,383546
2015,1,48,390295
2015,1,49,388255
2015,1,50,389939
2015,1,51,386424
2015,1,52,378311
2015,1,53,370770
2015,1,54,357934
2015,1,55,343036
2015,1,56,334749
2015,1,57,327286
2015,1,58,313956
2015,1,59,302634
2015,1,60,290440
2015,1,61,289865
2015,1,62,286686
2015,1,63,277065
2015,1,64,278626
2015,1,65,282597
2015,1,66,290291
2015,1,67,305592
2015,1,68,332029
2015,1,69,254275
2015,1,70,244996
2015,1,71,242854
2015,1,72,222830
2015,1,73,196336
2015,1,74,174222
2015,1,75,180036
2015,1,76,176472
2015,1,77,169654
2015,1,78,157998
2015,1,79,146730
2015,1,80,136199
2015,1,81,122390
2015,1,82,112482
2015,1,83,105267
2015,1,84,95243
2015,1,85,83835
2015,1,86,71746
2015,1,87,60701
2015,1,88,52467
2015,1,89,43614
2015,1,90,140345
2015,2,0,322748
2015,2,1,327125
2015,2,2,335543
2015,2,3,347748
2015,2,4,341128
2015,2,5,335831
2015,2,6,331039
2015,2,7,333321
2015,2,8,322153
2015,2,9,316214
2015,2,10,302763
2015,2,11,297780
2015,2,12,288731
2015,2,13,283828
2015,2,14,291956
2015,2,15,298386
2015,2,16,307539
2015,2,17,312086
2015,2,18,321759
2015,2,19,323005
2015,2,20,328147
2015,2,21,341451
2015,2,22,348590
2015,2,23,366730
2015,2,24,374871
2015,2,25,369929
2015,2,26,371857
2015,2,27,379320
2015,2,28,374487
2015,2,29,374995
2015,2,30,376358
2015,2,31,369406
2015,2,32,373691
2015,2,33,374267
2015,2,34,376423
2015,2,35,376740
2015,2,36,360640
2015,2,37,335705
2015,2,38,330155
2015,2,39,337036
2015,2,40,343758
2015,2,41,349909
2015,2,42,364274
2015,2,43,379488
2015,2,44,393885
2015,2,45,383909
2015,2,46,393603
2015,2,47,393065
2015,2,48,397316
2015,2,49,399660
2015,2,50,401127
2015,2,51,396881
2015,2,52,387546
2015,2,53,377934
2015,2,54,364134
2015,2,55,349338
2015,2,56,341409
2015,2,57,333803
2015,2,58,321841
2015,2,59,310270
2015,2,60,299840
2015,2,61,301716
2015,2,62,297305
2015,2,63,290531
2015,2,64,292647
2015,2,65,299998
2015,2,66,306150
2015,2,67,323972
2015,2,68,350805
2015,2,69,271426
2015,2,70,263503
2015,2,71,262068
2015,2,72,244725
2015,2,73,219236
2015,2,74,197850
2015,2,75,205465
2015,2,76,203832
2015,2,77,197446
2015,2,78,187780
2015,2,79,178815
2015,2,80,169178
2015,2,81,156542
2015,2,82,148746
2015,2,83,143927
2015,2,84,136326
2015,2,85,126611
2015,2,86,112679
2015,2,87,100078
2015,2,88,89128
2015,2,89,79462
2015,2,90,334623
2016,1,0,343198
2016,1,1,343673
2016,1,2,347041
2016,1,3,356302
2016,1,4,367425
2016,1,5,360249
2016,1,6,353822
2016,1,7,348708
2016,1,8,351884
2016,1,9,341020
2016,1,10,333385
2016,1,11,319355
2016,1,12,314120
2016,1,13,305411
2016,1,14,300150
2016,1,15,307644
2016,1,16,317256
2016,1,17,328168
2016,1,18,333286
2016,1,19,345445
2016,1,20,351261
2016,1,21,352981
2016,1,22,367954
2016,1,23,371239
2016,1,24,380656
2016,1,25,394936
2016,1,26,389874
2016,1,27,382347
2016,1,28,384484
2016,1,29,372575
2016,1,30,380481
2016,1,31,381233
2016,1,32,370825
2016,1,33,372147
2016,1,34,370211
2016,1,35,373513
2016,1,36,374278
2016,1,37,359594
2016,1,38,336142
2016,1,39,330319
2016,1,40,334158
2016,1,41,340206
2016,1,42,345367
2016,1,43,360832
2016,1,44,375864
2016,1,45,385225
2016,1,46,376317
2016,1,47,384016
2016,1,48,383658
2016,1,49,390608
2016,1,50,388288
2016,1,51,389497
2016,1,52,386095
2016,1,53,377733
2016,1,54,369970
2016,1,55,357020
2016,1,56,341689
2016,1,57,333446
2016,1,58,325748
2016,1,59,312516
2016,1,60,301105
2016,1,61,288621
2016,1,62,287859
2016,1,63,284493
2016,1,64,274527
2016,1,65,275569
2016,1,66,279440
2016,1,67,286799
2016,1,68,301583
2016,1,69,327187
2016,1,70,250100
2016,1,71,240476
2016,1,72,237955
2016,1,73,217612
2016,1,74,191302
2016,1,75,169257
2016,1,76,174355
2016,1,77,170217
2016,1,78,162823
2016,1,79,151180
2016,1,80,139523
2016,1,81,128606
2016,1,82,114734
2016,1,83,104443
2016,1,84,96913
2016,1,85,86706
2016,1,86,75366
2016,1,87,63742
2016,1,88,53095
2016,1,89,45106
2016,1,90,147381
2016,2,0,325905
2016,2,1,326144
2016,2,2,330428
2016,2,3,338459
2016,2,4,350471
2016,2,5,343506
2016,2,6,337684
2016,2,7,332770
2016,2,8,334935
2016,2,9,323688
2016,2,10,317759
2016,2,11,304522
2016,2,12,299657
2016,2,13,290519
2016,2,14,285376
2016,2,15,293890
2016,2,16,300447
2016,2,17,310306
2016,2,18,315632
2016,2,19,327336
2016,2,20,329126
2016,2,21,332767
2016,2,22,347582
2016,2,23,354884
2016,2,24,371506
2016,2,25,378618
2016,2,26,373739
2016,2,27,375109
2016,2,28,382558
2016,2,29,377347
2016,2,30,377153
2016,2,31,377388
2016,2,32,370708
2016,2,33,374621
2016,2,34,374856
2016,2,35,376910
2016,2,36,377659
2016,2,37,361577
2016,2,38,336222
2016,2,39,330797
2016,2,40,338099
2016,2,41,344442
2016,2,42,351126
2016,2,43,365008
2016,2,44,380164
2016,2,45,394462
2016,2,46,384481
2016,2,47,393800
2016,2,48,393156
2016,2,49,397356
2016,2,50,399495
2016,2,51,401019
2016,2,52,396381
2016,2,53,387188
2016,2,54,377429
2016,2,55,363481
2016,2,56,348791
2016,2,57,340724
2016,2,58,333131
2016,2,59,321114
2016,2,60,309389
2016,2,61,298888
2016,2,62,300709
2016,2,63,296178
2016,2,64,289204
2016,2,65,290909
2016,2,66,297841
2016,2,67,303965
2016,2,68,321316
2016,2,69,347446
2016,2,70,268496
2016,2,71,260330
2016,2,72,258633
2016,2,73,240970
2016,2,74,215415
2016,2,75,194006
2016,2,76,201052
2016,2,77,198870
2016,2,78,192134
2016,2,79,182152
2016,2,80,172691
2016,2,81,162538
2016,2,82,149427
2016,2,83,141087
2016,2,84,135397
2016,2,85,127170
2016,2,86,116874
2016,2,87,102840
2016,2,88,90106
2016,2,89,79241
2016,2,90,340465
2017,1,0,335035
2017,1,1,346046
2017,1,2,346330
2017,1,3,349607
2017,1,4,358496
2017,1,5,369274
2017,1,6,361918
2017,1,7,355398
2017,1,8,350271
2017,1,9,353607
2017,1,10,342819
2017,1,11,335137
2017,1,12,321159
2017,1,13,315811
2017,1,14,307468
2017,1,15,302504
2017,1,16,310035
2017,1,17,320527
2017,1,18,331396
2017,1,19,337195
2017,1,20,350527
2017,1,21,356362
2017,1,22,357799
2017,1,23,372330
2017,1,24,373396
2017,1,25,382969
2017,1,26,396133
2017,1,27,390816
2017,1,28,382957
2017,1,29,385456
2017,1,30,372293
2017,1,31,380276
2017,1,32,380998
2017,1,33,370056
2017,1,34,371257
2017,1,35,369569
2017,1,36,373374
2017,1,37,373676
2017,1,38,359690
2017,1,39,336167
2017,1,40,330032
2017,1,41,334048
2017,1,42,340504
2017,1,43,345567
2017,1,44,361224
2017,1,45,375839
2017,1,46,385106
2017,1,47,375946
2017,1,48,383688
2017,1,49,383236
2017,1,50,390028
2017,1,51,387350
2017,1,52,388648
2017,1,53,385271
2017,1,54,376609
2017,1,55,368649
2017,1,56,355444
2017,1,57,340100
2017,1,58,331478
2017,1,59,323791
2017,1,60,310506
2017,1,61,298949
2017,1,62,286344
2017,1,63,285317
2017,1,64,281773
2017,1,65,271256
2017,1,66,272284
2017,1,67,275621
2017,1,68,282931
2017,1,69,297013
2017,1,70,321686
2017,1,71,245445
2017,1,72,235453
2017,1,73,232348
2017,1,74,212054
2017,1,75,185803
2017,1,76,163917
2017,1,77,168247
2017,1,78,163449
2017,1,79,155603
2017,1,80,143602
2017,1,81,131821
2017,1,82,120559
2017,1,83,106657
2017,1,84,96070
2017,1,85,87990
2017,1,86,78162
2017,1,87,66828
2017,1,88,55638
2017,1,89,45697
2017,1,90,153338
2017,2,0,318432
2017,2,1,328761
2017,2,2,328715
2017,2,3,332749
2017,2,4,340754
2017,2,5,352434
2017,2,6,345157
2017,2,7,339082
2017,2,8,334099
2017,2,9,336162
2017,2,10,324999
2017,2,11,319229
2017,2,12,306248
2017,2,13,301164
2017,2,14,292004
2017,2,15,287102
2017,2,16,295689
2017,2,17,302735
2017,2,18,313737
2017,2,19,319810
2017,2,20,332698
2017,2,21,333149
2017,2,22,338685
2017,2,23,352920
2017,2,24,358275
2017,2,25,374359
2017,2,26,381235
2017,2,27,375988
2017,2,28,377226
2017,2,29,384485
2017,2,30,378615
2017,2,31,378109
2017,2,32,378407
2017,2,33,372001
2017,2,34,375388
2017,2,35,375587
2017,2,36,377796
2017,2,37,378323
2017,2,38,361855
2017,2,39,336606
2017,2,40,331520
2017,2,41,338386
2017,2,42,344991
2017,2,43,351298
2017,2,44,365188
2017,2,45,380316
2017,2,46,394602
2017,2,47,384473
2017,2,48,393744
2017,2,49,393158
2017,2,50,397087
2017,2,51,399343
2017,2,52,400489
2017,2,53,395827
2017,2,54,386544
2017,2,55,376570
2017,2,56,362743
2017,2,57,348012
2017,2,58,339958
2017,2,59,332289
2017,2,60,320036
2017,2,61,308186
2017,2,62,297833
2017,2,63,299251
2017,2,64,294725
2017,2,65,287362
2017,2,66,288766
2017,2,67,295558
2017,2,68,301479
2017,2,69,318376
2017,2,70,343813
2017,2,71,265418
2017,2,72,256729
2017,2,73,254673
2017,2,74,236916
2017,2,75,211173
2017,2,76,189779
2017,2,77,195995
2017,2,78,193303
2017,2,79,186151
2017,2,80,175762
2017,2,81,165831
2017,2,82,155135
2017,2,83,141751
2017,2,84,132666
2017,2,85,126155
2017,2,86,117361
2017,2,87,106540
2017,2,88,92589
2017,2,89,79852
2017,2,90,341906
2018,1,0,327309
2018,1,1,338368
2018,1,2,349229
2018,1,3,349199
2018,1,4,352148
2018,1,5,360688
2018,1,6,370995
2018,1,7,363496
2018,1,8,356965
2018,1,9,351790
2018,1,10,355145
2018,1,11,344574
2018,1,12,337076
2018,1,13,322996
2018,1,14,317980
2018,1,15,309945
2018,1,16,305110
2018,1,17,313367
2018,1,18,324403
2018,1,19,337046
2018,1,20,343991
2018,1,21,357200
2018,1,22,363315
2018,1,23,364520
2018,1,24,376642
2018,1,25,377103
2018,1,26,385487
2018,1,27,397538
2018,1,28,391623
2018,1,29,384229
2018,1,30,385964
2018,1,31,372655
2018,1,32,380880
2018,1,33,380805
2018,1,34,369422
2018,1,35,370811
2018,1,36,369418
2018,1,37,372822
2018,1,38,373242
2018,1,39,359561
2018,1,40,336044
2018,1,41,329983
2018,1,42,334321
2018,1,43,340409
2018,1,44,345749
2018,1,45,360708
2018,1,46,375568
2018,1,47,384636
2018,1,48,375401
2018,1,49,383381
2018,1,50,382860
2018,1,51,389406
2018,1,52,386668
2018,1,53,388054
2018,1,54,384446
2018,1,55,375450
2018,1,56,367033
2018,1,57,353738
2018,1,58,337972
2018,1,59,329177
2018,1,60,321653
2018,1,61,308159
2018,1,62,296626
2018,1,63,284029
2018,1,64,282719
2018,1,65,278642
2018,1,66,268184
